ID	Cele.CC1.wo.FLT.Rep1	Cele.CC1.wo.FLT.Rep2	Cele.CC1.wo.FLT.Rep3	Cele.CC1.wo.GC.Rep1	Cele.CC1.wo.GC.Rep2	Cele.CC1.wo.GC.Rep3
171720_x_at	7.52405071896828	6.7502149996292	6.7946110744075	7.60677041253259	7.05329679002339	6.54140228030295
171721_x_at	9.52972416076664	9.60907713154139	9.4639344799005	9.53829958609248	9.35391959195434	9.18021088723877
171722_x_at	11.1198255190816	10.6423196061153	10.8039168598474	11.5391585592434	11.1234691980891	11.0966952918305
171723_x_at	5.05429035744846	5.53511166737885	5.52413830927272	5.80398456167552	6.39221294461142	5.85167454198853
171724_x_at	8.71111291099086	8.7152003139575	8.60330016017979	8.35048477637699	8.34127038866102	8.17067715728994
171725_x_at	8.94186083627595	8.48034273373929	8.86353598931784	9.73858357334443	9.15165258556033	9.47308705498166
171726_x_at	7.72800457903244	7.45170011068545	6.96047347342827	8.10617394677534	8.49133315605381	7.50645996338934
171727_x_at	3.65591212583367	3.8463883744098	3.42672493200404	3.94007054711423	3.86419862928103	3.94749907680538
171728_x_at	7.15588663475476	7.73335180812563	7.57072692354043	7.99253400637307	8.32839526636856	8.05911953734572
171729_x_at	9.08273428244048	7.84931929510704	8.04226462358629	8.85063083372817	8.64411858017282	7.74802552014179
171730_x_at	4.64016126645017	4.30411566904754	4.7176849285379	4.54134610396388	4.45437327684282	4.50907908708601
171731_x_at	9.55813330498406	10.2424213367532	10.1525644482226	10.2189104024146	10.6229292442547	10.6239737132091
171732_x_at	8.77254451746404	8.42012642974518	8.44848116875231	7.82158840823507	7.98333454531134	7.90859800142652
171733_x_at	8.03259321318775	8.44640432183046	8.24773096863384	7.70112019174807	8.10188094155957	8.40801322857295
171734_x_at	12.6856103286799	12.614988595513	12.6488295049652	12.3248532995195	12.2810222005847	12.5607585452607
171735_x_at	8.11387903199947	7.44747964183975	7.81818049870441	8.30313626803526	7.64328017085123	8.03526760977003
171736_x_at	5.71180702270514	6.64424560351199	6.3916378417685	6.61288860572035	6.59448951713776	6.86213379872624
171737_x_at	12.8124479052949	12.858143343551	12.8950653023258	13.019034495301	13.1019402779831	13.2514054012492
171738_x_at	8.50722505316757	8.37533755129829	8.64211329766354	8.67586178692053	8.32885422778186	8.94546902706757
171739_x_at	8.36790299998753	8.66602361842667	8.72026980657541	8.17526044680713	8.13451395561321	8.65158183812279
171740_x_at	9.14396018427146	9.23285876261873	9.19225270027772	9.57432116780636	9.54223387365942	9.64171798054865
171741_x_at	10.0957006323627	9.85349343792958	10.1163748290594	9.55876434888875	9.59781885514393	9.57489923870039
171742_x_at	4.97400504060194	5.10653596922472	5.18821289575314	5.12003513792363	5.7053263547542	5.49008216185522
171743_x_at	9.45230563021413	9.46257456446946	9.54838687893882	8.69054197941612	8.60711696201234	8.60623928768758
171744_x_at	6.14438114872154	6.12648226148631	6.08127891661659	6.63279387793014	7.02615908472246	6.42369634888087
171745_x_at	6.99360206312599	6.74460860128912	6.75209968173862	8.08821407674194	8.30058191909841	7.75682329266618
171746_x_at	9.24232918636649	9.03180877571758	9.16062866536434	8.58155498337552	8.20543326545967	8.75994375195747
